name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_boys_muslim_boys_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score,summer_score,winter_score,spring_score,autumn_score
הודאל,18,8.19203491888267e-06,0,0,0.0,0.0,0.0,0.0,0.2,0,-1.0,3,0,0.0,0.0,0.0,0.0
מורג,44,1.6272009035910752e-05,0,0,0.0,1.0,0.0,0.0,0,0.5,0.0,1,0,0.2,0.0,0.2,0.0
אל-אור,13,4.6205265217242056e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,3,1,0.8,0.0,0.6,0.0
סאי,19,7.094024500607248e-06,0,0,0.0,1.0,0.0,0.0,0,0.2,0.2,2,0,0.0,0.0,0.0,0.0
ספיר,443,0.00011860376768707227,0,0,0.0,0.0,0.0,0.5,0.5,0.8,0.6,2,0.8,0.2,0.0,0.2,0.0
פרי,267,7.300583806447987e-05,0,0,0.0,1.0,0.0,0.0,0.4,1,0.2,1,0,1.0,0.0,1.0,0.8
אנדראה,25,1.286313304957321e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.5,3,0,0.0,0.0,0.0,0.0
אליהב,96,2.0121320679625838e-05,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
דאוויט,24,8.989513511329456e-06,0,0,0.0,0.0,0.0,0.5,1,0,0.5,3,0,0.0,0.0,0.0,0.0
לארי,121,3.5289763167050646e-05,0,0,0.0,1.0,0.0,0.6,0,0,0.0,2,0,0.0,0.0,0.0,0.0
זאכרי,12,4.385534061322775e-06,0,0,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
פיוטר,765,0.00023721263844116985,0,0,0.0,0.0,0.0,0.7,0,0,0.5,2,0,0.0,0.0,0.0,0.0
מולוקן,168,4.5029840489740874e-05,0,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
מכיר,8,4.182522539951139e-06,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
לי-אב,16,7.190424927493114e-06,0,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0,0.0,0.0,0.2,0.0
עים,8,3.744041201118117e-06,0,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0,0.0,0.0,0.0,0.0
לייל,5,2.5993329771039702e-06,0,0,0.0,0.0,0.0,0.0,0.2,0.9,0.5,1,0,0.2,0.2,0.0,0.0
ולאד,49,2.0274979749139412e-05,0,0,0.0,0.0,0.0,0.5,0,0,0.0,2,0,0.0,0.0,0.0,0.0
רלי,14,7.027719621693367e-06,0,0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,2,0,0.2,0.0,0.2,0.0
דניאלי,14,7.5766064879382295e-06,0,0,0.0,1.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
נתניהו,10,5.198407188302022e-06,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,4,0,0.0,0.0,0.0,0.0
טל-יוסף,7,3.0207582185006183e-06,0,0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,4,0.5,0.2,0.5,0.6,0.2
זמנו,57,1.7131368103479995e-05,0,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
ליבנה,66,1.9458622819613885e-05,0,0,0.0,1.0,0.0,0.0,0.4,1,0.2,3,0,0.6,0.0,0.8,0.2
הד,42,1.6800674861375663e-05,0,0,0.0,0.0,0.0,-1.0,0,0.6,0.0,1,0,0.0,0.0,0.2,0.0
רואל,20,8.844750748025142e-06,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
העשי,7,3.034600827532387e-06,0,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,-1.0,-1.0,0.0
ניתן,59,1.2851519142736259e-05,0,0,0.0,0.0,0.0,-1.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
אלראי,76,1.7550785377824522e-05,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.0,0.0
חוליו,142,4.557831987644186e-05,0,0,0.0,0.0,0.0,0.8,0,0,0.2,3,0,0.5,0.0,0.0,0.0
רודולף,134,3.8754784882419016e-05,0,0,0.0,0.0,0.0,1.0,0,0.3,0.5,3,0.2,0.0,0.7,0.0,0.0
אמסלו,48,2.0532449431174652e-05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
פאול,600,0.00019129177427182518,0,0,0.0,0.0,0.0,1.0,0,0,0.3,1,0,0.0,0.0,0.0,0.0
עתיד,8,4.303666172484393e-06,0,0,0.0,0.0,0.0,-1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
פדרו,106,3.6033515638412e-05,0,0,0.0,0.0,0.0,1.0,0,0,0.5,2,0,0.0,0.0,0.0,0.0
ארל,21,9.724871838743603e-06,0,0,0.0,0.0,0.0,0.5,0.2,0.2,0.2,1,0,0.2,0.0,0.2,0.0
רודי,304,8.453538291758275e-05,0,0,0.0,0.0,0.0,0.6,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
סרדור,6,2.875966334550953e-06,0,0,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0,0.0,0.0,0.0,0.0
אנדרס,223,5.992959433700674e-05,0,0,0.0,0.0,0.0,1.0,0,0,0.3,3,0,0.0,0.0,0.0,0.0
זלקה,47,1.8631430973552545e-05,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.0,0.0
אטנקוט,15,7.405162637149108e-06,0,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
אבידע,34,1.30939724282683e-05,0,0,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
רונלי,8,3.701150398938696e-06,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,3,0.2,0.2,0.0,0.2,0.0
יין,8,4.731765033763424e-06,0,0,0.0,0.0,0.0,0.0,0.4,1,0.5,1,0,0.5,0.0,0.2,0.8
אירי,13,5.277028097627432e-06,0,0,0.0,0.0,0.0,0.5,0.2,0.2,0.0,2,0.5,0.2,0.0,0.5,0.0
שרלי,519,0.00016384403514651302,0,0,0.0,0.0,0.0,1.0,0,0,0.5,2,0,0.0,0.0,0.0,0.0
דווית,5,2.082747115655389e-06,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
לירואי,26,7.321928632737242e-06,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,3,1,0.0,0.0,0.0,0.0
אליאיר,17,6.724540140216824e-06,0,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,1,0.0,0.0,0.0,0.0
לפיד,18,8.201713030030208e-06,0,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,1,0.5,0.2,0.0,0.0
אנטון,1297,0.00035017567403651555,0,0,0.0,0.0,0.0,1.0,0,0,0.5,2,0,0.0,0.0,0.0,0.0
קלונימוס,53,1.919659199243382e-05,0,0,0.0,0.0,0.0,-1.0,0.7,0,0.2,4,0,0.0,0.0,0.0,0.0
אשכול,80,3.044240605521036e-05,0,0,0.0,0.0,0.0,0.0,0.7,1,0.2,2,0,0.7,0.0,0.7,0.5
בנציון,178,4.681528696181362e-05,0,0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,3,0.2,0.0,0.0,0.0,0.0
מזור,21,9.075984460712171e-06,0,0,0.0,1.0,0.0,0.0,0.2,0.5,0.0,2,0,0.0,0.0,0.2,0.0
עמיקם,375,0.00011531162107377476,0,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0,0.0,0.0,0.0,0.0
גילה,9,4.41448167146759e-06,0,0,0.0,0.0,0.0,0.5,0.5,0.2,0.5,2,0.2,0.7,0.0,0.6,0.0
מפל,12,4.9426407946928216e-06,0,0,0.0,1.0,0.0,-1.0,0,1,0.0,1,0,0.0,0.5,0.0,0.0
מאירון,6,3.097748413300441e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,1,0.8,0.0,0.2,0.0
יצהר,87,2.329691662370757e-05,0,0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,2,1,0.8,0.0,0.6,0.0
אידן,141,3.4956429388708246e-05,0,0,0.0,1.0,0.0,0.5,0.4,0.6,0.0,2,0.5,0.2,0.0,0.2,0.0
אנחל,32,1.2934099314049953e-05,0,0,0.0,0.0,0.0,0.5,0.2,0,0.2,2,0.5,0.0,0.0,0.0,0.0
אדיב,212,4.93684052207939e-05,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
פול,571,0.00017233345520886379,0,0,0.0,0.0,0.0,1.0,0.2,0,0.0,1,0,0.0,0.0,0.0,0.0
מרלון,26,1.0906017913862629e-05,0,0,0.0,0.0,0.0,0.8,0,0,0.5,2,0,0.0,0.0,0.0,0.0
משיח,325,9.285165983920892e-05,0,0,0.0,0.0,0.0,0.0,1,0,0.0,2,0,0.0,0.0,0.0,0.0
פיטר,358,0.00010065398941115403,0,0,0.0,0.0,0.0,1.0,0,0,0.3,2,0,0.0,0.0,0.0,0.0
אל-נתן,13,5.455819006468788e-06,0,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
סודי,12,5.9046295815409845e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
יענקי,6,2.19135720810698e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
גלן,77,2.6166226811109085e-05,0,0,0.0,0.0,0.0,0.6,0,0.6,0.2,1,0,0.5,0.0,0.2,0.0
גלילי,13,7.406197189224504e-06,0,0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0,0.2,0.0,0.2,0.0
גליב,6,3.341062244683215e-06,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
ממוס,18,6.456420903897813e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
מורדוך,7,4.46429507098815e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
מנאלה,15,7.211384147871884e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
ממרי,8,4.487651605740285e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מורדי,92,3.117135588381904e-05,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
מורדך,13,5.832359193442461e-06,1,0,0.0,0.0,0.0,0.0,1,0,0.0,3,0,0.0,0.0,0.0,0.0
מורוד,6,3.491735104304942e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
ממי,5,3.421518137534644e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
מורט,29,1.3356007768031973e-05,1,0,0.0,0.0,0.0,0.2,0,0,0.0,1,0,0.0,0.0,0.0,0.0
מורדו,35,1.3241846260787794e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
ממוש,27,9.052055009635543e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
מוקאט,7,3.929513863577162e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
מנו,24,1.186506752989707e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
מורטון,12,6.598482816947005e-06,1,0,0.0,0.0,0.0,0.5,0,0.2,0.0,2,0,0.0,0.0,0.0,0.0
ממו,52,1.93887269604673e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
מני-מנשה,5,2.2832745609799814e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,4,0,0.0,0.0,0.0,0.0
מני-מנחם,6,2.227204512845706e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,4,0,0.0,0.0,0.0,0.0
מלקם,15,6.34774841296007e-06,1,0,0.0,0.0,0.0,-1.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
מנטסנות,8,4.88794910644069e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,4,0,0.0,0.0,0.0,0.0
מנטסנוט,8,3.4282569723493075e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מורז,5,2.3390592630202258e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,1,0,0.0,0.0,0.0,0.0
מנברו,7,3.435350321256236e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,1,0.0,0.0,0.0,0.0
מוראט,5,2.8130477018747785e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
ממוייה,6,3.5896800685188016e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
מילטון,49,1.6083773236337875e-05,1,0,0.0,0.0,0.0,0.8,0,0,0.6,2,0,0.0,0.0,0.0,0.0
מילה,5,2.680817243392674e-06,1,0,0.0,0.0,0.0,0.6,0.4,0,1.0,2,0,0.0,0.0,0.0,0.0
מיכאלו,11,6.149909908837146e-06,1,0,0.0,0.0,0.0,0.0,0.7,0,0.2,3,0,0.0,0.0,0.0,0.0
מיכאל-משה,6,3.446677104058441e-06,1,0,0.0,0.0,0.0,0.6,1,0,0.0,4,0,0.0,0.0,0.0,0.0
מיכאל-חי,6,3.1192825839037113e-06,1,0,0.0,0.0,0.0,0.5,0.8,0.2,0.0,4,0,0.0,0.0,0.2,0.0
מיכאי,17,9.355408054069075e-06,1,0,0.0,0.0,0.0,0.5,0.7,0,0.2,3,0,0.0,0.0,0.0,0.0
מייקול,6,2.6429488830773274e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
מונל,24,1.0593695554707604e-05,1,0,0.0,0.0,0.0,0.0,0,0,0.5,2,0,0.0,0.0,0.0,0.0
מלקום,9,4.905672960305784e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
מלקיה,6,2.927124104741937e-06,1,0,0.0,0.0,0.0,0.0,0.4,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מושיאל,7,3.932656772050775e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
מוקט,52,1.6384457611444104e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0,0.0,0.0,0.0,0.0
מנדו,6,2.9426418007285847e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
מנגסטו,23,1.0682706785523419e-05,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,3,0,0.0,0.0,0.0,0.0
מוקטו,5,2.162042718295375e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מוקי,18,9.172675539808915e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.2,2,0,0.0,0.0,0.0,0.0
מור-מרדכי,16,5.462737846218629e-06,1,0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,4,0,0.2,0.0,0.2,0.2
מנגיסטה,8,4.830285858806562e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,4,0,0.0,0.0,0.0,0.0
מנגיסט,6,3.4144291443327363e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
ממויה,19,9.27969860989232e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
מנגאו,11,3.792497855224274e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
ממאי,9,5.6709090909254885e-06,1,0,0.0,0.0,0.0,-1.0,0,0.5,-1.0,3,0,0.2,0.0,0.0,0.0
מיליך,7,3.86606266653826e-06,1,0,0.0,0.0,0.0,-1.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
מנטס,6,3.4365440149168774e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
מוסא,26,1.0368430733654236e-05,1,0,0.0,0.0,0.0,0.8,1,0,0.0,2,0,0.0,0.0,0.0,0.0
גורדון,51,1.8706361579408484e-05,1,0,0.0,0.0,0.0,0.6,0,0,0.2,2,0,0.0,0.0,0.0,0.0
סאבה,5,2.498618438055788e-06,1,0,0.0,1.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אלם,12,6.91208074008017e-06,1,0,0.0,0.0,0.0,0.0,0,0.5,0.0,1,0,0.0,0.0,0.0,0.0
ארטמיי,13,6.011556389338312e-06,1,0,0.0,0.0,0.0,0.0,0,0.5,1.0,3,0,0.2,0.0,0.2,0.0
שובה,9,4.554781056987751e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.5,0.0
שירי,13,6.563398465225529e-06,1,0,0.0,0.0,0.0,0.4,0.4,0.2,1.0,2,0,0.5,0.0,0.6,0.0
ארדן,6,2.4934889392270477e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,2,0,0.0,0.0,0.2,0.0
אורדן,24,9.405149515747924e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,3,1,0.8,0.0,0.2,0.0
נאום,352,0.00011220846184048788,1,0,0.0,0.0,0.0,0.0,0,0,0.6,2,0,0.0,0.0,0.0,0.0
סימן,197,5.7924024106002184e-05,1,0,0.0,0.0,0.0,-1.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
נשגב,11,3.983565741027651e-06,1,0,0.0,0.0,0.0,-1.0,0,0.2,0.6,3,0,0.0,0.0,0.0,0.0
אור-יה,28,9.19609079316788e-06,1,0,0.0,0.0,0.0,0.0,0.7,0.5,0.5,3,1,0.8,0.0,0.6,0.0
אוריאן,704,0.00015761886352538555,1,0,0.0,0.0,0.0,0.4,0.4,0.6,0.5,3,1,0.8,0.0,0.5,0.0
אייסו,35,1.4752342836728767e-05,1,0,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,1.0,0.0,0.0
קרן,64,1.9731835343818082e-05,1,0,0.0,0.0,0.0,0.2,0.5,0.5,0.5,1,1,0.5,0.0,0.2,0.0
אודאל,13,5.055887990558451e-06,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,3,0,0.0,0.0,0.0,0.0
נצנת,5,2.2478732510590354e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0.8,0.2,0.0,0.8,0.0
ויק,21,9.789582903398297e-06,1,0,0.0,0.0,0.0,0.4,0,0,0.0,1,0,0.0,0.0,0.0,0.0
רוברטו,402,0.00012845073024160656,1,0,0.0,0.0,0.0,1.0,0,0,0.5,3,0,0.0,0.0,0.0,0.0
נוגוס,5,1.9928557451496854e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
לורנזו,8,2.9045275029066445e-06,1,0,0.0,0.0,0.0,1.0,0,0.2,0.8,3,0.5,0.2,0.0,0.0,0.0
יהון,20,8.641186072117167e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,-1.0,2,0,0.0,0.0,0.0,0.0
שמעי,15,7.380673430477161e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,2,0,0.0,0.0,0.0,0.0
אלאיה,5,2.303172360985746e-06,1,0,0.0,0.0,0.0,0.6,0.4,0.2,0.5,3,0,0.2,0.0,0.5,0.0
מורטזה,8,3.971417792259214e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
ממד,6,3.175224729578017e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
מנחים,10,6.24104746243192e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
מנושר,5,2.6780793581311848e-06,1,0,0.0,0.0,0.0,-1.0,0,0.5,0.0,3,0,0.0,0.2,0.0,0.9
מוצ'ה,7,3.7444777397075475e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,2,0,0.0,0.0,0.0,0.0
מנוצר,5,2.5658911742178093e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
ממוקה,41,1.4260902017994078e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מוסי,7,3.576227835534347e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
מנוצ'ר,11,6.7077699964253964e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
מופז,6,2.698751927561094e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,1,1,0.0,0.0,0.0,0.0
מנוצ'הר,8,3.977836022988371e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
מנוח,28,1.3155425955214961e-05,1,0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,2,0,0.0,0.2,0.0,0.0
מורטז,12,7.353225594324622e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
מנובך,5,3.101528060896792e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
רמאל,17,7.811285425637278e-06,1,0,0.0,0.0,0.0,0.0,0,0.5,0.0,2,0,0.0,0.2,0.0,0.0
קמרון,21,8.978204633161611e-06,1,0,0.0,1.0,0.0,0.6,0,0.2,0.0,3,0,0.0,0.0,0.0,0.0
איידין,26,9.916799357259282e-06,1,0,1.0,0.0,0.0,0.3,0,0.2,0.0,3,0.5,0.0,0.0,0.0,0.0
העניך,6,1.7245147901814739e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
בריהון,100,2.9772038826475355e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
ולד,75,2.358112229462471e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,1,0,0.0,0.0,0.2,0.0
ינאל,6,2.821679059863241e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2,0,0.0,0.0,0.0,0.0
מנחם-חיים,5,2.3502637228610616e-06,1,0,0.0,0.0,0.0,0.0,0.8,0,0.0,4,0,0.0,0.0,0.2,0.0
מזיאר,5,3.007428239988166e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מילס,7,4.358910874694032e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,1,0,0.0,0.0,0.0,0.0
מימו,6,3.7514773735392915e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0,-1.0,0.0,0.0,0.0
מירבי,38,1.142179537902813e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.2,0.0
מירב,84,2.8752342098413676e-05,1,0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,2,0,0.0,0.0,0.2,0.0
מיר,7,3.760485188769141e-06,1,0,0.0,0.0,0.0,0.4,0.4,0.8,0.5,1,0.5,0.2,0.0,0.5,0.0
מירצה,21,8.89439733393015e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.2,0.0
מיקלוש,16,5.947568603342059e-06,1,0,0.0,0.0,0.0,0.4,0,0,0.5,3,0,0.0,0.0,0.0,0.0
מכסים,12,6.373146478999926e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
מלבין,10,5.0036938535136904e-06,1,0,0.0,0.0,0.0,-1.0,0,0.2,0.0,3,1,0.0,0.8,0.0,0.0
מלקולם,42,1.624919728210719e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.5,3,0,0.0,0.0,0.0,0.0
מלקה,34,1.5225093952803095e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
מושיק,66,2.0911737828528062e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0,0.0,0.0,0.0,0.0
מלקאמו,76,2.0944048958595876e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,4,0,0.0,0.0,-1.0,0.0
מלסאו,34,1.0354517512953848e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,0.0,0.0
מלס,10,5.9495955568472465e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0,0.0,0.0,0.0,0.0
מלכים,8,5.143928139177077e-06,1,0,0.0,0.0,0.0,-1.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
מלכזי,8,4.775889644080357e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
מוריי,5,2.6697251547577214e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.3,-1.0,3,0,0.0,0.0,0.0,0.0
מלכז,8,4.477646083035331e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0,-1.0,-1.0,0.0,-1.0
מלאש,7,3.5629757154847973e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
מוריסיו,12,5.900798259081588e-06,1,0,0.0,0.0,0.0,1.0,0,0,0.5,4,0,0.0,0.0,0.0,0.0
מליסאו,9,4.618184591789206e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,0.0,0.0
מלקאם,6,3.5115999619384335e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מירו,33,1.722616086876393e-05,1,0,0.0,0.0,0.0,0.0,0,-1,1.0,2,0,0.0,0.0,-1.0,0.0
מירזה,7,3.559903655961514e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
מירחי,8,5.358201195537914e-06,1,0,0.0,0.0,0.0,0.0,0.4,-1,-1.0,3,0,0.0,0.0,0.0,0.0
יוסיק,6,3.3680139904675168e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
יוסיף,52,1.8466957638610194e-05,1,0,0.0,0.0,0.0,0.3,1,0,0.0,3,0,0.0,0.0,0.5,0.0
יורדן,7,3.3964431484046154e-06,1,0,0.0,0.0,0.0,0.4,0.8,1,0.0,2,0,0.2,0.0,0.5,0.0
מוניש,5,2.6260745086377802e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
אאוגן,5,2.6222717474637645e-06,1,0,0.0,0.0,0.0,0.6,0,0.2,0.5,3,0,0.0,0.0,0.0,0.0
מונס,6,3.3052355598836333e-06,1,0,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0,0.0,0.2,0.0,0.0
